Time,2020-03-06 ,2020-03-07 ,2020-03-08 ,2020-03-09 ,2020-03-10,2020-03-16 ,2020-08-06 ,2020-08-07 ,2020-08-08 ,2020-08-09 ,2020-08-10 ,2020-08-11 ,2020-08-12 ,2020-08-13 ,2020-08-14 ,2020-08-15 ,2020-08-16 ,2020-08-17 ,2020-08-18 ,2020-08-19 ,2020-08-20 ,2020-08-21 ,2020-08-22 
00:00,0.0,0.0,0.0,3.432963265306114,0.0,0.0,0.8646432397959192,0.3475041617122471,1.1626645555555573,0.3261925925925939,1.6656765432098777,1.1694026666666668,0.16614722222222214,0.3919239999999989,0.4909405555555562,0.2291848888888881,0.8305716666666657,0.0003222222222221855,0.5287995555555539,8.077935669463161e-28,1.8175355256292112e-27,0.4377648888888879,0.2572480109739365
00:30,3.532595918367337,0.0,0.0,2.5866687499999963,0.0,0.0,0.4884167159763312,0.6507293333333339,1.326899881093934,0.23826364883401865,0.3842208504801113,0.8816725326991681,0.3111795555555553,0.1958532699167652,0.6287410000000013,0.2393862222222229,1.090952888888889,1.8175355256292112e-27,0.9719260404280612,8.077935669463161e-28,1.8175355256292112e-27,0.126667222222222,1.891076575505351
01:00,4.407673437500005,0.0,0.0,0.7742187500000005,0.0,0.0,0.4867632373113857,0.2729200000000003,0.6924912222222217,0.4538098765432093,0.3289860969387749,0.58010622222222,0.4835048888888879,0.5721705112960747,0.5838693333333327,0.3098328888888885,0.7994138888888884,1.8175355256292112e-27,0.5959448888888882,1.8175355256292112e-27,1.8175355256292112e-27,0.2969765555555535,0.6184095124851378
01:30,0.8337802469135779,0.0,0.0,0.29255061728395204,0.0,0.0,0.3810626666666673,0.9660378888888878,0.6683106666666686,0.22167222222222246,0.2295096408317588,0.7323872222222202,0.5022356666666686,1.6469010000000006,0.40782933333333454,0.11149822222222212,1.0292222222222218,1.8175355256292112e-27,0.2429959183673461,1.8175355256292112e-27,1.8175355256292112e-27,0.4929773333333319,1.0378232222222197
02:00,2.627738775510217,0.0,0.0,0.0,0.0,0.0,0.7803938168846613,1.249377333333335,0.4162156956004741,0.3353302399999997,0.2303688466111768,0.6995426666666664,0.8119029726516054,1.181611177170033,0.2844848888888895,0.2029632222222216,1.0526448888888875,1.8175355256292112e-27,0.7230476586888656,1.8175355256292112e-27,1.8175355256292112e-27,0.3685778888888879,0.4887636147443518
02:30,1.7061551020408192,0.0,0.0,0.0,0.0,0.0,0.3680610000000008,0.9578454221165276,0.9469143333333336,0.8542677295918405,0.4095153388822826,0.3185904875148626,0.3593422222222221,0.7725982222222216,0.3916266666666669,0.2348666666666687,0.4656609999999997,1.8175355256292112e-27,0.5948780612244885,1.8175355256292112e-27,1.8175355256292112e-27,0.5002573333333317,0.27712666666666497
03:00,2.810198437500003,0.0,0.0,0.1995437499999978,0.0,0.0,0.2454850000000008,1.1024845555555554,0.6913245555555562,0.3661455410225928,0.6381688888888901,0.6040778888888897,0.4449778888888876,0.4582544589774078,0.7615248888888904,0.40488766666666665,0.3589632222222233,1.8175355256292112e-27,0.5778809999999995,1.8175355256292112e-27,1.8175355256292112e-27,0.4656262222222219,0.21957999999999914
03:30,4.3197666666666645,0.0,0.0,1.4131777777777732,0.0,0.0,0.29140766666666496,1.1654026666666668,0.6336810000000004,0.4310820153061223,0.5230959999999992,0.7353782222222224,0.5515783333333328,0.6512245555555579,0.6243738888888885,0.6468272222222236,1.0906605555555555,1.8175355256292112e-27,0.4555303210463721,1.8175355256292112e-27,1.8175355256292112e-27,0.6737382222222223,0.3189992865636161
04:00,2.969874999999996,0.0,0.0,0.0,0.0,0.0,2.769979555555558,0.9774445555555548,0.6671769322235425,0.5903384066587388,0.4720233055885847,0.5902272222222215,2.4149595555555528,0.7692026666666674,0.3977009999999997,0.5436973333333349,1.331770666666668,1.8175355256292112e-27,1.8147098888888908,1.8175355256292112e-27,1.8175355256292112e-27,0.8763240000000007,0.16343955555555514
04:30,5.430293750000002,0.0,0.0,0.6242222222222166,0.0,0.0,0.9532508917954832,1.6339890000000004,0.6654823333333317,0.7782343333333357,0.4588005555555563,1.1036466666666689,0.7806715814506546,0.6291971462544588,0.2533405555555558,0.4268487514863266,3.3683128888888905,1.8175355256292112e-27,0.9759826666666652,1.8175355256292112e-27,1.8175355256292112e-27,0.6817209999999982,0.2229493333333336
