fechaDato,fechaDato,idVariable,bateria,bateria_voltios,valor
2019-12-09 06:43:14,1575891794,2,87,4.09,13.64
2019-12-09 06:45:19,1575891919,2,85,4.08,13.74
2019-12-09 06:47:14,1575892034,2,85,4.08,13.81
2019-12-09 06:49:20,1575892160,2,85,4.08,13.88
2019-12-09 06:51:11,1575892271,2,86,4.08,13.92
2019-12-09 06:53:07,1575892387,2,85,4.08,13.95
2019-12-09 06:54:58,1575892498,2,84,4.08,14.02
2019-12-09 06:56:54,1575892614,2,85,4.08,14.04
2019-12-09 06:58:50,1575892730,2,85,4.08,14.06
2019-12-09 07:00:46,1575892846,2,85,4.08,14.12
2019-12-09 07:02:42,1575892962,2,85,4.08,14.14
2019-12-09 07:04:38,1575893078,2,85,4.08,14.14
2019-12-09 07:06:34,1575893194,2,85,4.08,14.13
2019-12-09 07:08:30,1575893310,2,85,4.08,14.13
2019-12-09 07:10:25,1575893425,2,85,4.08,14.12
2019-12-09 07:12:16,1575893536,2,85,4.09,14.11
2019-12-09 07:14:11,1575893651,2,85,4.08,14.11
2019-12-09 07:16:06,1575893766,2,85,4.08,14.10
2019-12-09 07:18:01,1575893881,2,85,4.08,14.10
2019-12-09 07:19:53,1575893993,2,85,4.09,14.16
2019-12-09 07:21:48,1575894108,2,85,4.08,14.29
2019-12-09 07:23:43,1575894223,2,87,4.08,14.51
2019-12-09 07:25:34,1575894334,2,86,4.08,14.62
2019-12-09 07:27:29,1575894449,2,85,4.08,14.70
2019-12-09 07:29:20,1575894560,2,85,4.09,14.82
2019-12-09 07:31:15,1575894675,2,85,4.08,14.91
2019-12-09 07:33:10,1575894790,2,87,4.08,14.95
2019-12-09 07:35:05,1575894905,2,85,4.09,15.04
2019-12-09 07:37:00,1575895020,2,86,4.09,15.18
2019-12-09 07:38:55,1575895135,2,86,4.08,15.44
2019-12-09 07:40:50,1575895250,2,86,4.10,15.91
2019-12-09 07:42:45,1575895365,2,88,4.10,17.01
2019-12-09 07:44:40,1575895480,2,88,4.09,18.12
2019-12-09 07:46:35,1575895595,2,85,4.08,19.01
2019-12-09 07:48:30,1575895710,2,88,4.10,19.59
2019-12-09 07:50:21,1575895821,2,88,4.09,19.91
2019-12-09 07:52:16,1575895936,2,88,4.09,20.29
2019-12-09 07:54:11,1575896051,2,88,4.10,20.36
2019-12-09 07:56:16,1575896176,2,87,4.08,20.12
2019-12-09 07:58:07,1575896287,2,86,4.08,19.87
2019-12-09 08:00:02,1575896402,2,84,4.09,19.17
2019-12-09 08:01:57,1575896517,2,85,4.10,18.80
2019-12-09 08:03:48,1575896628,2,88,4.10,18.94
2019-12-09 08:05:40,1575896740,2,88,4.10,19.73
2019-12-09 08:07:35,1575896855,2,88,4.10,20.39
2019-12-09 08:09:40,1575896980,2,87,4.10,21.07
2019-12-09 08:11:35,1575897095,2,86,4.10,21.26
2019-12-09 08:13:30,1575897210,2,85,4.10,21.54
2019-12-09 08:15:39,1575897339,2,87,4.10,21.91
2019-12-09 08:17:35,1575897455,2,88,4.10,21.84
2019-12-09 08:19:31,1575897571,2,88,4.10,22.34
2019-12-09 08:21:27,1575897687,2,88,4.10,22.22
2019-12-09 08:23:23,1575897803,2,88,4.10,22.38
2019-12-09 08:25:19,1575897919,2,88,4.10,22.23
2019-12-09 08:27:15,1575898035,2,88,4.10,21.70
2019-12-09 08:29:11,1575898151,2,88,4.10,21.76
2019-12-09 08:31:07,1575898267,2,88,4.10,22.34
2019-12-09 08:32:58,1575898378,2,88,4.10,22.82
2019-12-09 08:34:49,1575898489,2,88,4.10,22.77
2019-12-09 08:36:44,1575898604,2,88,4.10,22.71
2019-12-09 08:38:39,1575898719,2,88,4.11,22.18
2019-12-09 08:40:34,1575898834,2,88,4.11,22.20
2019-12-09 08:42:29,1575898949,2,88,4.11,22.32
2019-12-09 08:44:20,1575899060,2,89,4.11,22.59
2019-12-09 08:46:11,1575899171,2,89,4.11,22.78
2019-12-09 08:48:02,1575899282,2,89,4.11,23.23
2019-12-09 08:49:57,1575899397,2,89,4.11,23.37
2019-12-09 08:51:52,1575899512,2,89,4.11,23.92
2019-12-09 08:53:47,1575899627,2,88,4.10,23.67
2019-12-09 08:55:38,1575899738,2,88,4.10,22.53
2019-12-09 08:57:33,1575899853,2,88,4.11,21.22
2019-12-09 08:59:28,1575899968,2,89,4.11,20.66
2019-12-09 09:01:24,1575900084,2,89,4.11,20.48
2019-12-09 09:03:16,1575900196,2,89,4.11,20.39
2019-12-09 09:05:11,1575900311,2,89,4.11,20.25
2019-12-09 09:07:06,1575900426,2,89,4.11,20.11
2019-12-09 09:09:01,1575900541,2,89,4.11,19.90
2019-12-09 09:10:56,1575900656,2,89,4.12,19.94
2019-12-09 09:12:51,1575900771,2,89,4.12,20.08
2019-12-09 09:14:42,1575900882,2,89,4.12,20.33
2019-12-09 09:16:37,1575900997,2,89,4.11,20.90
2019-12-09 09:18:32,1575901112,2,89,4.11,20.86
2019-12-09 09:20:40,1575901240,2,89,4.11,20.53
2019-12-09 09:22:35,1575901355,2,89,4.10,20.13
2019-12-09 09:24:26,1575901466,2,89,4.12,19.88
2019-12-09 09:26:21,1575901581,2,89,4.12,20.62
2019-12-09 09:28:26,1575901706,2,90,4.12,22.33
2019-12-09 09:30:17,1575901817,2,90,4.12,23.52
2019-12-09 09:32:08,1575901928,2,89,4.12,24.11
2019-12-09 09:33:59,1575902039,2,90,4.12,23.47
2019-12-09 09:35:54,1575902154,2,89,4.12,22.79
2019-12-09 09:37:49,1575902269,2,90,4.12,22.64
2019-12-09 09:39:40,1575902380,2,90,4.12,23.14
2019-12-09 09:41:35,1575902495,2,90,4.12,24.03
2019-12-09 09:43:26,1575902606,2,90,4.12,24.47
2019-12-09 09:45:21,1575902721,2,90,4.12,24.45
2019-12-09 09:47:16,1575902836,2,90,4.12,24.65
2019-12-09 09:49:07,1575902947,2,90,4.12,25.15
2019-12-09 09:50:58,1575903058,2,90,4.12,25.17
2019-12-09 09:52:52,1575903172,2,90,4.12,25.39
2019-12-09 09:54:47,1575903287,2,90,4.12,24.93
2019-12-09 09:56:38,1575903398,2,90,4.12,23.91
2019-12-09 09:58:33,1575903513,2,90,4.12,23.05
2019-12-09 10:00:28,1575903628,2,90,4.12,22.31
2019-12-09 10:02:23,1575903743,2,90,4.12,21.63
2019-12-09 10:04:18,1575903858,2,90,4.12,21.14
2019-12-09 10:06:13,1575903973,2,90,4.12,20.89
2019-12-09 10:08:04,1575904084,2,90,4.12,20.94
2019-12-09 10:09:55,1575904195,2,90,4.12,21.09
2019-12-09 10:11:46,1575904306,2,90,4.12,21.20
2019-12-09 10:13:37,1575904417,2,90,4.12,21.34
2019-12-09 10:15:28,1575904528,2,90,4.12,21.25
2019-12-09 10:17:23,1575904643,2,90,4.13,21.25
2019-12-09 10:19:14,1575904754,2,90,4.12,21.24
2019-12-09 10:21:05,1575904865,2,90,4.12,21.83
2019-12-09 10:22:56,1575904976,2,90,4.13,22.73
2019-12-09 10:24:47,1575905087,2,90,4.13,23.78
2019-12-09 10:26:38,1575905198,2,90,4.13,24.53
2019-12-09 10:28:29,1575905309,2,90,4.13,25.13
2019-12-09 10:30:20,1575905420,2,90,4.13,24.17
2019-12-09 10:32:15,1575905535,2,90,4.13,23.67
2019-12-09 10:34:06,1575905646,2,90,4.13,23.91
2019-12-09 10:36:01,1575905761,2,90,4.13,23.22
2019-12-09 10:37:52,1575905872,2,91,4.13,22.57
2019-12-09 10:39:47,1575905987,2,91,4.13,22.94
2019-12-09 10:41:42,1575906102,2,90,4.13,23.53
2019-12-09 10:43:37,1575906217,2,91,4.13,23.19
2019-12-09 10:45:28,1575906328,2,90,4.13,22.49
2019-12-09 10:47:19,1575906439,2,91,4.13,22.69
2019-12-09 10:49:14,1575906554,2,91,4.13,23.70
2019-12-09 10:51:09,1575906669,2,91,4.13,24.22
2019-12-09 10:53:04,1575906784,2,91,4.13,25.05
2019-12-09 10:54:59,1575906899,2,91,4.13,25.62
2019-12-09 10:56:52,1575907012,2,91,4.13,25.68
2019-12-09 10:58:43,1575907123,2,91,4.13,25.71
2019-12-09 11:00:38,1575907238,2,91,4.13,25.76
2019-12-09 11:02:29,1575907349,2,91,4.13,25.51
2019-12-09 11:04:24,1575907464,2,90,4.13,25.21
2019-12-09 11:06:15,1575907575,2,90,4.13,25.23
2019-12-09 11:08:10,1575907690,2,89,4.13,24.81
2019-12-09 11:10:01,1575907801,2,90,4.12,23.85
2019-12-09 11:11:57,1575907917,2,91,4.13,22.97
2019-12-09 11:13:49,1575908029,2,89,4.13,22.36
2019-12-09 11:15:45,1575908145,2,91,4.13,22.13
2019-12-09 11:17:36,1575908256,2,91,4.13,22.33
2019-12-09 11:19:27,1575908367,2,91,4.13,22.89
2019-12-09 11:21:18,1575908478,2,91,4.13,23.35
2019-12-09 11:23:09,1575908589,2,91,4.13,24.34
2019-12-09 11:25:01,1575908701,2,91,4.13,24.81
2019-12-09 11:26:53,1575908813,2,91,4.13,25.13
2019-12-09 11:28:45,1575908925,2,91,4.13,25.44
2019-12-09 11:30:37,1575909037,2,91,4.13,25.87
2019-12-09 11:32:38,1575909158,2,90,4.13,26.14
2019-12-09 11:36:38,1575909398,2,91,4.13,24.06
2019-12-09 11:38:29,1575909509,2,91,4.13,23.55
2019-12-09 11:40:24,1575909624,2,92,4.13,23.40
2019-12-09 11:42:29,1575909749,2,92,4.13,24.04
2019-12-09 11:44:24,1575909864,2,92,4.13,24.81
2019-12-09 11:46:19,1575909979,2,92,4.14,25.71
2019-12-09 11:48:11,1575910091,2,92,4.14,26.16
2019-12-09 11:50:06,1575910206,2,92,4.14,26.46
2019-12-09 11:51:57,1575910317,2,92,4.14,26.82
2019-12-09 11:53:48,1575910428,2,92,4.14,26.70
2019-12-09 11:55:39,1575910539,2,92,4.14,26.57
2019-12-09 11:57:30,1575910650,2,92,4.14,26.31
2019-12-09 11:59:21,1575910761,2,92,4.14,26.42
2019-12-09 12:01:12,1575910872,2,92,4.14,26.34
2019-12-09 12:03:07,1575910987,2,92,4.14,26.50
2019-12-09 12:05:02,1575911102,2,92,4.14,26.49
2019-12-09 12:06:53,1575911213,2,92,4.14,26.59
2019-12-09 12:08:58,1575911338,2,92,4.14,26.82
2019-12-09 12:10:53,1575911453,2,92,4.14,26.81
2019-12-09 12:12:48,1575911568,2,92,4.14,26.21
2019-12-09 12:14:39,1575911679,2,92,4.14,25.52
2019-12-09 12:16:58,1575911818,2,93,4.14,25.04
2019-12-09 12:18:53,1575911933,2,93,4.14,25.54
2019-12-09 12:20:44,1575912044,2,93,4.14,26.03
2019-12-09 12:22:36,1575912156,2,92,4.14,26.57
2019-12-09 12:24:27,1575912267,2,93,4.14,26.69
2019-12-09 12:26:18,1575912378,2,93,4.14,26.84
2019-12-09 12:28:09,1575912489,2,93,4.14,27.17
2019-12-09 12:30:04,1575912604,2,93,4.14,27.47
2019-12-09 12:31:59,1575912719,2,93,4.14,27.96
2019-12-09 12:33:54,1575912834,2,93,4.14,28.51
2019-12-09 12:35:49,1575912949,2,93,4.14,28.74
2019-12-09 12:37:44,1575913064,2,93,4.14,28.56
2019-12-09 12:39:35,1575913175,2,93,4.14,28.31
2019-12-09 12:41:30,1575913290,2,93,4.14,27.89
2019-12-09 12:43:25,1575913405,2,93,4.14,28.10
2019-12-09 12:45:20,1575913520,2,93,4.14,28.38
2019-12-09 12:47:11,1575913631,2,93,4.14,28.54
2019-12-09 12:49:02,1575913742,2,93,4.14,28.96
2019-12-09 12:50:57,1575913857,2,93,4.14,29.34
2019-12-09 12:52:48,1575913968,2,93,4.14,29.22
2019-12-09 12:54:39,1575914079,2,93,4.14,28.27
2019-12-09 12:56:34,1575914194,2,93,4.14,27.07
2019-12-09 12:58:29,1575914309,2,93,4.14,26.22
2019-12-09 13:00:20,1575914420,2,93,4.14,25.57
2019-12-09 13:02:25,1575914545,2,93,4.14,25.39
2019-12-09 13:04:20,1575914660,2,93,4.14,25.37
2019-12-09 13:06:15,1575914775,2,93,4.14,25.38
2019-12-09 13:08:10,1575914890,2,93,4.14,25.33
2019-12-09 13:10:05,1575915005,2,93,4.14,25.87
2019-12-09 13:12:00,1575915120,2,93,4.14,26.81
2019-12-09 13:13:55,1575915235,2,93,4.14,27.18
2019-12-09 13:15:50,1575915350,2,93,4.14,26.88
2019-12-09 13:17:45,1575915465,2,93,4.14,25.97
2019-12-09 13:19:41,1575915581,2,93,4.14,24.92
2019-12-09 13:21:36,1575915696,2,93,4.15,24.18
2019-12-09 13:23:31,1575915811,2,93,4.14,23.91
2019-12-09 13:25:26,1575915926,2,93,4.15,23.90
2019-12-09 13:27:22,1575916042,2,93,4.15,23.84
2019-12-09 13:29:14,1575916154,2,93,4.15,23.70
2019-12-09 13:31:05,1575916265,2,93,4.15,23.75
2019-12-09 13:33:00,1575916380,2,93,4.15,23.75
2019-12-09 13:34:51,1575916491,2,93,4.15,23.92
2019-12-09 13:36:42,1575916602,2,93,4.15,24.11
2019-12-09 13:38:45,1575916725,2,94,4.15,24.18
2019-12-09 13:40:55,1575916855,2,93,4.15,24.28
2019-12-09 13:42:46,1575916966,2,93,4.15,24.37
2019-12-09 13:44:41,1575917081,2,94,4.15,24.62
2019-12-09 13:46:36,1575917196,2,94,4.15,25.24
2019-12-09 13:48:32,1575917312,2,94,4.15,26.00
2019-12-09 13:50:23,1575917423,2,94,4.15,25.95
2019-12-09 13:52:15,1575917535,2,94,4.15,25.34
2019-12-09 13:54:10,1575917650,2,93,4.15,25.18
2019-12-09 13:56:08,1575917768,2,94,4.15,25.30
2019-12-09 13:58:03,1575917883,2,94,4.15,25.16
2019-12-09 13:59:54,1575917994,2,94,4.15,24.80
2019-12-09 14:01:50,1575918110,2,94,4.15,24.80
2019-12-09 14:03:41,1575918221,2,94,4.15,25.41
2019-12-09 14:05:32,1575918332,2,94,4.15,25.87
2019-12-09 14:07:23,1575918443,2,94,4.15,25.87
2019-12-09 14:09:18,1575918558,2,94,4.15,25.43
2019-12-09 14:11:14,1575918674,2,94,4.15,24.28
2019-12-09 14:13:05,1575918785,2,94,4.15,24.03
2019-12-09 14:14:56,1575918896,2,94,4.15,24.04
2019-12-09 14:16:57,1575919017,2,94,4.15,23.55
2019-12-09 14:18:48,1575919128,2,94,4.15,23.73
2019-12-09 14:20:43,1575919243,2,94,4.15,23.72
2019-12-09 14:22:34,1575919354,2,94,4.15,23.27
2019-12-09 14:24:25,1575919465,2,94,4.15,23.11
2019-12-09 14:26:16,1575919576,2,94,4.15,22.56
2019-12-09 14:28:11,1575919691,2,94,4.15,21.80
2019-12-09 14:30:03,1575919803,2,94,4.15,21.32
2019-12-09 14:31:58,1575919918,2,94,4.15,21.75
2019-12-09 14:33:53,1575920033,2,94,4.15,22.38
2019-12-09 14:35:48,1575920148,2,94,4.15,21.86
2019-12-09 14:37:43,1575920263,2,92,4.15,21.33
2019-12-09 14:40:08,1575920408,2,94,4.15,20.64
2019-12-09 14:42:03,1575920523,2,94,4.15,20.25
2019-12-09 14:43:58,1575920638,2,92,4.15,20.01
2019-12-09 14:45:49,1575920749,2,94,4.15,19.86
2019-12-09 14:47:41,1575920861,2,94,4.14,19.75
2019-12-09 14:49:32,1575920972,2,94,4.15,19.67
