Time,2019-10-25 ,2019-10-28 ,2019-10-30 ,2019-10-31 ,2019-11-04 ,2019-11-08 ,2019-11-09 ,2020-08-05 
00:00:00,0.0024062283737024052,0.023547448015122853,0.05827773437499995,0.03153600000000003,0.0003209876543209968,0.02385333333333329,0.011698437500000028,0.32619259259259387
00:30:00,0.0018325259515571122,0.012429958677685907,0.04142430555555557,0.0010181405895691447,0.017032525951557083,0.016761937716262974,0.02038892733564016,0.23826364883401863
01:00:00,0.009519031141868507,0.02280165289256196,0.14976523437500014,0.0003610000000000058,0.009590972222222272,0.013823437499999936,0.014528027681660944,0.4538098765432093
01:30:00,0.033767474048442936,0.009927410207939526,0.08038685121107263,0.002698999999999967,0.04008395061728396,0.004974609375000003,0.007613888888888848,0.22167222222222258
02:00:00,0.04154960937499996,0.0041685950413223,0.10040585937499988,0.003589569160997722,0.0010387500000000089,0.03615432098765426,0.012862049861495842,0.33533023999999967
02:30:00,0.008508650519031125,0.0017765595463137898,0.031138775510204126,0.015319000000000015,0.001233999999999983,0.00626377551020411,0.006582825484764547,0.8542677295918405
03:00:00,0.01977093425605537,0.042750413223140465,0.07146093750000007,0.03179591836734688,0.003703601108033229,0.096105785123967,0.02671475,0.36614554102259284
03:30:00,0.008085121107266429,0.06818449905482038,0.004274999999999985,0.014299773242630362,0.0068639999999999856,,0.0010531855955678694,0.4310820153061223
04:00:00,0.011243750000000021,0.06311177685950417,1.87499999999992e-05,0.0017927499999999981,0.009126,0.0433387755102041,0.0022770083102493315,0.5903384066587388
04:30:00,0.002506574394463677,0.01252438563327026,,0.006665759637188208,0.0011058171745152252,0.1425562326869806,0.02323275000000003,0.7782343333333357
05:00:00,0.0006581314878892551,0.016597520661157026,,0.020374999999999952,0.0006247499999999804,0.008483024691358,0.04691135734072022,0.5187280612244904
05:30:00,0.0017558593750000046,0.07275374149659866,0.0,0.0176285714285714,0.0016620498614958751,0.054268144044321294,0.0034138504155124647,0.3036789540816319
06:00:00,0.008271972318339102,0.03872892561983463,0.03682343749999998,0.0020559556786703594,0.022270999999999947,0.04967928994082847,0.010444750000000004,0.6757906666666678
06:30:00,0.07610034602076116,0.04067871900826458,0.30816332179930794,0.07109474999999994,0.005618749999999938,0.13055709876543226,0.12565540166204991,0.29649540816326614
07:00:00,0.23627058823529404,0.2314198347107439,0.3518006920415226,0.0598126984126985,0.0020979591836734948,0.0974561983471073,0.11206782006920414,1.1742137755102031
07:30:00,1.2623062499999995,2.2876307851239663,0.21435625,0.036601000000000064,0.4804426592797784,0.015530555555555478,0.23115155709342514,1.3524397805212578
08:00:00,0.9968089843750004,0.7675159090909084,0.01974275000000007,0.008810999999999982,0.2691955555555554,0.7737702422145325,1.1118565096952906,5.275016555555554
08:30:00,4.9632775510204095,3.6033231404958666,0.419379,0.12901405895691598,0.5949358024691354,0.6961249999999995,0.231684764542936,204.041381122449
09:00:00,1.3461089843750005,0.7598287499999995,2.1816671487603303,0.24366274999999976,1.8836249307479225,1.8618571428571424,0.5580299168975071,2.0847907253269926
09:30:00,0.8391397923875434,0.4918013605442176,0.8297721074380167,0.10073275,0.3238447499999998,0.5017493333333334,0.4333822714681442,2.942950617283952
10:00:00,0.3548902343749993,0.05478347107438019,0.2948340136054422,0.10635691609977338,0.13376899999999978,0.8165601108033237,0.13747561728395044,3.8020778888888875
10:30:00,0.4368484374999998,0.2359392290249432,0.763558276643991,0.10045061728395056,0.04181541950113391,0.6403489999999998,0.283390027700831,7.410036160000001
11:00:00,0.1979859374999996,0.1720853305785126,0.6199079365079367,0.0652959999999998,0.4229859999999997,0.637731360946746,0.04375623268698055,0.31448450413223134
11:30:00,0.04388096885813143,0.033165289256198244,0.07807024793388419,0.3292775510204086,0.8444639999999998,0.3072224852071001,0.3621121093750001,0.975093239795919
12:00:00,0.10108124999999996,0.3217811983471076,0.3578126033057851,0.3678627500000001,1.023224943310657,0.4791250000000008,0.35299168975069223,0.7880973333333341
12:30:00,0.9370768166089972,0.19928533057851225,0.3521035123966941,0.06871337868480742,0.07019556786703585,0.5918769230769231,0.2494216066481994,0.2854839506172847
13:00:00,0.3783114186851212,0.04159524793388431,0.551665759637188,0.19640475,0.01688399999999997,1.0909076923076926,0.030829916897506887,0.6791777777777774
13:30:00,0.7351162629757791,0.22360189035916828,0.37863718820861697,1.4491300000000005,0.03104274999999993,0.5217490000000002,0.02321108033240997,0.8630545953360769
14:00:00,0.7764308593750001,0.21201508264462848,0.2414603305785125,0.2527092970521541,0.1583765432098766,0.4085909722222231,0.018726869806094174,0.41721344307270236
14:30:00,5.084612456747403,0.3148991735537189,0.1842571428571431,0.040614000000000115,0.006738580246913603,0.5364243055555556,0.3402304709141276,1.1336786982248528
15:00:00,0.0487875432525951,0.02755041322314044,0.1951398760330577,0.10585986394557834,0.4547793209876551,0.0012249999999998855,0.06605400000000014,2.765097321428572
15:30:00,0.03346093750000012,0.05885144628099195,0.2091512396694216,0.23809274999999955,0.15284540816326578,0.4242816326530615,0.002941828254847645,0.5655058263971459
16:00:00,0.012374609375000036,0.14044462809917374,0.06317541322314059,0.20700589569161024,0.044288888888888864,0.007604958677685952,0.0027141274238227,0.8301451303155006
16:30:00,0.005359169550173058,0.18553574380165289,0.2637863945578231,0.15824100000000002,0.2724934256055363,0.012893628808864287,0.004325207756232665,1.3723218112244893
