Time,2019-10-25 ,2019-10-28 ,2019-10-30 ,2019-10-31 ,2019-11-04 ,2019-11-08 ,2019-11-09 ,2020-08-05 
17:00:00,0.03204196597353505,0.4215664399092974,0.08247500000000005,0.02657400000000001,0.4517222222222225,0.0016132963988919715,0.012009418282548466,2.5890299039780524
17:30:00,0.023369628099173503,0.16393801652892545,0.061644290657439774,0.5810140589569158,0.03973858024691346,0.0077479224376731685,0.05479224376731301,1.5492620027434842
18:00:00,0.01949586776859497,0.15013388429752034,0.91662475,0.027974750000000208,0.013518999999999887,0.019945706371191075,0.001530193905817192,3.432580023781212
18:30:00,0.02069256198347104,0.04480495867768596,0.012718559556786723,0.2032560000000001,0.0018347499999999887,0.01585152354570645,0.002728531855955645,3.6959769230769206
19:00:00,0.012722902494331036,0.009104958677685949,0.1795947500000001,0.034075283446711964,0.0008287500000000201,0.0113,0.0008780612244897969,1.6340882653061224
19:30:00,0.010994421487603285,0.11593388429752075,0.03862766439909295,0.2310639999999999,0.008062750000000066,0.01877728531855961,0.004354320987654344,2.9710777645659916
20:00:00,0.02652362948960308,0.009082086167800495,0.019760999999999945,0.003565999999999989,0.018308749999999933,0.001624999999999992,0.00276859504132233,0.8091401785714284
20:30:00,0.028796900826446238,0.020176870748299318,0.004204750000000028,0.09756874999999997,0.0021207756232687145,0.041129639889196656,0.0008937499999999852,0.6643432222222206
21:00:00,0.02116181474480155,0.019042148760330533,0.011872562358276684,0.025233106575963823,0.006715646258503389,0.0005466666666666575,,0.8043498520710066
21:30:00,0.008696694214876028,0.010229958677685976,0.01982274999999993,0.06183401360544227,0.005458984375000014,0.013600692041522526,0.0011187500000000043,0.7706320153061229
22:00:00,0.024006427221172025,0.011656235827664379,0.008623582766439906,0.005245368620037821,0.005928571428571388,0.006662222222222207,0.0013660899653979224,0.3749015089163246
22:30:00,0.038022684310018894,0.014886776859504132,0.0050426303854875535,0.037975413223140464,0.0017409999999999967,0.004923875432525965,8.88888888888851e-05,0.5677673469387752
23:00:00,0.035890082644628084,0.013344834710743814,0.0051347499999999935,0.009145454545454587,0.0019647500000000147,0.004923437499999987,,0.38423555555555666
23:30:00,0.04135160680529298,0.022785330578512432,0.0025283446712018012,0.033628925619834785,0.02398400000000001,0.009324999999999995,0.002018750000000005,1.3240386094674539
