2020-03-06 ,2020-03-07 ,2020-03-08 ,2020-03-09 ,2020-03-10 ,2020-03-16 ,2020-08-06 ,2020-08-07 ,2020-08-08 ,2020-08-09 ,2020-08-10 ,2020-08-11 ,2020-08-12 ,2020-08-13 ,2020-08-15 ,2020-08-16 ,2020-08-18 ,2020-08-19 ,2020-08-20 ,2020-08-21 ,2020-08-22 
31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111,31.4543711111111
33.5524681310281,33.2727597097282,33.2561747181143,33.0431253596516,33.4361047575612,32.3503018994258,32.5576811613668,32.5532796699935,32.4743359794001,32.2604875307041,32.4370811444802,32.6698588257636,32.7782837237125,33.1562909499985,32.5804318035928,33.1610882549472,33.1084258902719,33.0057984922269,33.2194895927298,33.9605600581828,32.9735136579502
35.2419806849831,34.1751439320055,34.5937703400573,33.6196176056351,34.1491617080897,32.6326051802249,33.4743301887746,33.5543698468437,33.652408161161,33.1290820924933,33.4832947386199,33.7743225108861,34.0258511906135,34.1443084364667,33.6634704020048,33.90394732545,33.7867060593585,34.0577202874109,34.3496698743209,35.1737188747489,33.522634244381
36.610657956249,34.7872527662037,35.8746675868056,34.0412948526928,34.4812858119658,32.9865017824074,34.4317693371751,34.3366735908208,34.614442483525,33.8945883525085,34.2889325492868,35.092838095501,35.0873477819865,34.7692865096204,34.5413888055889,34.6891850330688,34.5164150932475,34.7571218105159,34.9930425421176,35.8598402778654,34.569761958817
37.2067160302198,35.29862625,36.3571892592593,34.5043577858966,34.6664446891534,33.1297659490741,35.2485217234209,35.6446670970118,35.4459647282848,34.7523683119118,34.8231891797374,35.8400812039179,35.9831804396213,35.4224630599185,35.1462547127919,35.3217455996473,35.0036916404695,34.9777289877946,35.5301724575485,36.430061724988,34.9236388611368
37.7894691477273,35.5055633796296,36.9620824074074,34.9448407303284,34.7633754050926,33.5481882771164,35.8911414154942,36.1717607049162,36.3557679877646,35.4228712199375,35.6409287222924,36.9780006481482,37.0396924447851,35.7541083462726,35.7026549739959,35.9551158602894,35.5971009812002,35.5393896412037,36.1014551416446,36.8838362764936,35.3342942011403
38.0020741358025,35.7164800694444,37.4853945717593,35.1596345115841,34.7892425462963,33.7087919560185,36.2805439637446,36.6161449255952,37.4438934441138,35.8597296589676,36.143430026455,37.4606498706078,37.5362036342917,36.0320970927028,36.161326814313,36.1655071103395,35.7826653810091,35.7133532721561,36.5671438576007,37.388136532688,35.7166713262448
38.3919689939459,35.8756624768518,37.4908828663004,35.5628241533714,34.8210790277778,33.8699641435185,36.9342254861111,37.3274439329806,37.7363911177249,36.1787809247234,36.693035713459,38.20778811057,38.0300258085318,36.5330479188712,36.5607153373016,36.7962200239749,36.460048119201,35.7548445979292,36.8723614141414,37.663230397496,35.9247695604357
38.8115891829135,35.8961287863756,37.8161306280193,35.8885486717372,35.0598526388889,33.9906774691358,37.335308301918,37.7440659837963,38.2594190277778,36.514855643739,37.1339615068342,38.3240395050705,38.3516923463574,36.7337874434073,37.1089923943941,37.2139317162698,36.5864963408389,35.9449068240741,37.1332034953704,38.09943123319,36.1307187572921
38.8643121759259,36.135925712963,37.9450337731482,35.9496633460097,35.1115869212963,33.992335619213,37.5689653356482,38.0229194510582,38.5419678009259,37.1332034953704,37.3202428240741,38.6514057060185,38.6193883354377,37.034153339483,37.445156120964,37.6226893981482,36.7766538530644,35.9541683459596,37.3461099652778,38.3006686996973,36.171200810085
